1,"The Box","Roddy Ricch",46164667,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Dance Monkey","Tones and I",45693114,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"Blinding Lights","The Weeknd",41937435,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,"Don't Start Now","Dua Lipa",34359604,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
5,Tusa,"KAROL G",32155090,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
6,Falling,"Trevor Daniel",29862206,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,Intentions,"Justin Bieber",28509534,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
8,ROXANNE,"Arizona Zervas",28176456,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
9,"Life Is Good (feat. Drake)",Future,28155037,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
10,Yummy,"Justin Bieber",27220580,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
11,"everything i wanted","Billie Eilish",25681970,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,"Godzilla (feat. Juice WRLD)",Eminem,24791961,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
13,Circles,"Post Malone",22083561,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,Memories,"Maroon 5",20932838,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
15,"Someone You Loved","Lewis Capaldi",20278178,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"RITMO (Bad Boys For Life)","Black Eyed Peas",18939160,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
17,"bad guy","Billie Eilish",18305407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,Señorita,"Shawn Mendes",17195651,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
19,"You should be sad",Halsey,16514211,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
20,"Adore You","Harry Styles",16442474,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
21,Physical,"Dua Lipa",16339501,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
22,"Before You Go","Lewis Capaldi",16267082,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
23,"My Oh My (feat. DaBaby)","Camila Cabello",15810161,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
24,"Say So","Doja Cat",15615008,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
25,"Sigues Con El","Dimelo Flow",15592970,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
26,"Lose You To Love Me","Selena Gomez",13758909,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
27,"Lose Control",MEDUZA,13686042,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
28,Suicidal,"YNW Melly",13668342,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
29,"High Fashion (feat. Mustard)","Roddy Ricch",13448210,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
30,Vete,"Bad Bunny",13430273,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
31,Run,Joji,13351587,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK
32,"Ride It",Regard,13242444,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
