77,"If The World Was Ending (feat. Julia Michaels)","JP Saxe",8452812,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
78,Shallow,"Lady Gaga",8423832,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
79,"Inner Child",BTS,8312399,https://open.spotify.com/track/4BKOjYosPhw334moS3wlbO
80,Rare,"Selena Gomez",8009517,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
81,"No Me Conoce - Remix","Jhay Cortez",8005883,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
82,"Watermelon Sugar","Harry Styles",8002244,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
83,"LA CANCIÓN","J Balvin",7850621,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
84,Moon,BTS,7850129,https://open.spotify.com/track/1xfXXujIlLZAx5wpu46Nyk
85,"Boy With Luv (feat. Halsey)",BTS,7836975,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
86,Callaita,"Bad Bunny",7810932,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
87,"No Idea","Don Toliver",7808215,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
88,"7 rings","Ariana Grande",7713677,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
89,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie",7643623,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
90,Heartless,"The Weeknd",7564213,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
91,Lalala,Y2K,7544881,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
92,"OUT WEST (feat. Young Thug)",JACKBOYS,7541188,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
93,"Never Seen the Rain","Tones and I",7506168,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
94,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",7481654,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
95,"Alone, Pt. II","Alan Walker",7396697,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
96,"It's You","Ali Gatie",7258138,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
97,Medusa,"Jhay Cortez",7222083,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
98,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,7209729,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
99,"Old Town Road - Remix","Lil Nas X",7043546,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
100,"Goodbyes (Feat. Young Thug)","Post Malone",7037168,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
