1,"Dance Monkey","Tones and I",46784119,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"The Box","Roddy Ricch",46163456,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,"Blinding Lights","The Weeknd",39499306,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,Tusa,"KAROL G",34306204,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
5,"Don't Start Now","Dua Lipa",31619914,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
6,Yummy,"Justin Bieber",30271614,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
7,"Godzilla (feat. Juice WRLD)",Eminem,29736238,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
8,Falling,"Trevor Daniel",29261780,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
9,ROXANNE,"Arizona Zervas",28640909,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
10,"Life Is Good (feat. Drake)",Future,28592972,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
11,"everything i wanted","Billie Eilish",26024099,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,Memories,"Maroon 5",22617254,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
13,Circles,"Post Malone",22332149,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,"Someone You Loved","Lewis Capaldi",20369189,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
15,"bad guy","Billie Eilish",20241712,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
16,"RITMO (Bad Boys For Life)","Black Eyed Peas",19440069,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
17,Señorita,"Shawn Mendes",18211740,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,Physical,"Dua Lipa",18129032,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
19,"You should be sad",Halsey,16650060,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
20,"Adore You","Harry Styles",15975608,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
21,"Sigues Con El","Dimelo Flow",15689658,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
22,"Before You Go","Lewis Capaldi",15582616,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
23,"My Oh My (feat. DaBaby)","Camila Cabello",15392881,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
24,"Lose You To Love Me","Selena Gomez",14901308,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
25,"Say So","Doja Cat",14559260,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
26,Suicidal,"YNW Melly",14455627,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
27,Vete,"Bad Bunny",14102903,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
28,"Ride It",Regard,13462987,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
29,"Hola - Remix",Dalex,13017742,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
30,"Lose Control",MEDUZA,12945431,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
31,Rare,"Selena Gomez",12679517,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
32,"What A Man Gotta Do","Jonas Brothers",12580418,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
33,Morado,"J Balvin",12401391,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
34,"Roses - Imanbek Remix","SAINt JHN",12124388,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
35,"What If I Told You That I Love You","Ali Gatie",11997662,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
36,Fantasias,"Rauw Alejandro",11944311,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
37,"Ballin' (with Roddy Ricch)",Mustard,11834545,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
38,SUGAR,BROCKHAMPTON,11821382,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
39,BOP,DaBaby,11753524,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
40,"hot girl bummer",blackbear,11741613,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
41,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",11626887,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
42,"when the party's over","Billie Eilish",11611403,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
43,"I Don't Care (with Justin Bieber)","Ed Sheeran",11599267,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
44,Muévelo,"Nicky Jam",11224878,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
45,"Get Me","Justin Bieber",11213296,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G
46,"HIGHEST IN THE ROOM","Travis Scott",11041407,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
47,"Me Gusta",Shakira,11025003,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
48,"Ayy Macarena",Tyga,10879833,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
49,China,"Anuel AA",10652709,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
50,"Good News","Mac Miller",10502618,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
51,"High Fashion (feat. Mustard)","Roddy Ricch",10498445,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
52,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",10292007,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
53,"No Idea","Don Toliver",10087200,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
54,"lovely (with Khalid)","Billie Eilish",10030663,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
55,"10,000 Hours (with Justin Bieber)","Dan + Shay",9998465,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
56,"Beautiful People (feat. Khalid)","Ed Sheeran",9922646,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
57,"Black Swan",BTS,9898931,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b
58,"Lucid Dreams","Juice WRLD",9573076,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
59,"Watermelon Sugar","Harry Styles",9394184,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
60,"If The World Was Ending (feat. Julia Michaels)","JP Saxe",9289821,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
61,"Only The Young - Featured in Miss Americana","Taylor Swift",8884685,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC
