62,"7 rings","Ariana Grande",8847570,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
63,"No Me Conoce - Remix","Jhay Cortez",8770608,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
64,"Whine Up","Nicky Jam",8756142,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
65,"LA CANCIÓN","J Balvin",8728190,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
66,Callaita,"Bad Bunny",8558693,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
67,Lalala,Y2K,8552339,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
68,Baby,"Joker Bra",8492390,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0
69,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,8422626,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
70,"I Do It (ft. Big Sean, Lil Baby)","Lil Wayne",8276505,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ
71,"Sunday Best",Surfaces,8199453,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
72,Eleven,Khalid,8080589,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
73,Shallow,"Lady Gaga",8028055,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
74,"Old Town Road - Remix","Lil Nas X",7998129,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
75,"Adicto (with Anuel AA & Ozuna)",Tainy,7932683,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
76,"It's You","Ali Gatie",7837434,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
77,Woah,"Lil Baby",7816276,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
78,"Goodbyes (Feat. Young Thug)","Post Malone",7672077,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
79,Blanco,"J Balvin",7629677,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
80,"OUT WEST (feat. Young Thug)",JACKBOYS,7591038,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
81,Heartless,"The Weeknd",7547458,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
82,"Futsal Shuffle 2020","Lil Uzi Vert",7509450,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
83,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",7486022,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
84,"How Do You Sleep?","Sam Smith",7414091,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
85,"Alone, Pt. II","Alan Walker",7327150,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
86,"Que Tire Pa Lante","Daddy Yankee",7250728,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
87,Aventura,Lunay,7199590,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
88,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,7192430,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
89,"Without Me",Halsey,7121771,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
90,Ransom,"Lil Tecca",7112503,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
91,"Bellaquita - Remix",Dalex,7076616,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
92,"Never Seen the Rain","Tones and I",7045699,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
93,Happier,Marshmello,7032199,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
94,"Forever Yours - Avicii Tribute",Kygo,6950577,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
95,July,"Noah Cyrus",6880186,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
96,Bruises,"Lewis Capaldi",6877584,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
97,"bury a friend","Billie Eilish",6867341,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
98,VIBEZ,DaBaby,6852492,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
99,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",6806943,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
100,Sucker,"Jonas Brothers",6803252,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
